Undergrad_Degree,Work_Experience,Employability_Before,Status,Status_enc
Finance,No,209.344795918367,Placed,1
Art,No,209.259387755102,Not Placed,0
Business,Yes,209.173979591836,Placed,1
Computer Science,No,209.088571428571,Placed,1
Engineering,No,209.003163265306,Not Placed,0
Finance,No,208.91775510204,Placed,1
Art,No,208.832346938775,Not Placed,0
Business,No,208.74693877551,Placed,1
Computer Science,No,208.661530612244,Placed,1
Engineering,No,208.576122448979,Not Placed,0
Finance,No,208.490714285714,Placed,1
Art,No,208.405306122449,Not Placed,0
Business,Yes,208.319897959183,Placed,1
Computer Science,No,208.234489795918,Placed,1
Engineering,No,208.149081632653,Not Placed,0
Finance,No,208.063673469387,Placed,1
Art,No,207.978265306122,Not Placed,0
Business,No,207.892857142857,Placed,1
Computer Science,No,207.807448979591,Placed,1
Engineering,No,207.722040816326,Not Placed,0
Finance,No,207.636632653061,Placed,1
Art,No,207.551224489795,Not Placed,0
Business,Yes,207.46581632653,Placed,1
Computer Science,No,207.380408163265,Placed,1
Engineering,No,207.295,Not Placed,0
Finance,No,207.209591836734,Placed,1
Art,No,207.124183673469,Not Placed,0
Business,No,207.038775510204,Placed,1
Computer Science,No,206.953367346938,Placed,1
Engineering,No,206.867959183673,Not Placed,0
Finance,No,206.782551020408,Placed,1
Art,No,206.697142857142,Not Placed,0
Business,Yes,206.611734693877,Placed,1
Computer Science,No,206.526326530612,Placed,1
Engineering,No,206.440918367347,Not Placed,0
Finance,No,206.355510204081,Placed,1
Art,No,206.270102040816,Not Placed,0
Business,No,206.184693877551,Placed,1
Computer Science,No,206.099285714285,Placed,1
Engineering,No,206.01387755102,Not Placed,0
Finance,No,205.928469387755,Placed,1
Art,No,205.843061224489,Not Placed,0
Business,Yes,205.757653061224,Placed,1
Computer Science,No,205.672244897959,Placed,1
Engineering,No,205.586836734693,Not Placed,0
Finance,No,205.501428571428,Placed,1
Art,No,205.416020408163,Not Placed,0
Business,No,205.330612244898,Placed,1
Computer Science,No,205.245204081632,Placed,1
Engineering,No,205.159795918367,Not Placed,0
Finance,No,205.074387755102,Placed,1
Art,No,204.988979591836,Not Placed,0
Business,Yes,204.903571428571,Placed,1
Computer Science,No,204.818163265306,Placed,1
Engineering,No,204.73275510204,Not Placed,0
Finance,No,204.647346938775,Placed,1
Art,No,204.56193877551,Not Placed,0
Business,No,204.476530612244,Placed,1
Computer Science,No,204.391122448979,Placed,1
Engineering,No,204.305714285714,Not Placed,0
Finance,No,204.220306122449,Placed,1
Art,No,204.134897959183,Not Placed,0
Business,Yes,204.049489795918,Placed,1
Computer Science,No,203.964081632653,Placed,1
Engineering,No,203.878673469387,Not Placed,0
Finance,No,203.793265306122,Placed,1
Art,No,203.707857142857,Not Placed,0
Business,No,203.622448979591,Placed,1
Computer Science,No,203.537040816326,Placed,1
Engineering,No,203.451632653061,Not Placed,0
Finance,No,203.366224489795,Placed,1
Art,No,203.28081632653,Not Placed,0
Business,Yes,203.195408163265,Placed,1
Computer Science,No,203.11,Placed,1
Engineering,No,203.024591836734,Not Placed,0
Finance,No,202.939183673469,Placed,1
Art,No,202.853775510204,Not Placed,0
Business,No,202.768367346938,Placed,1
Computer Science,No,202.682959183673,Placed,1
Engineering,No,202.597551020408,Not Placed,0
Finance,No,202.512142857142,Placed,1
Art,No,202.426734693877,Not Placed,0
Business,Yes,202.341326530612,Placed,1
Computer Science,No,202.255918367347,Placed,1
Engineering,No,202.170510204081,Not Placed,0
Finance,No,202.085102040816,Placed,1
Art,No,201.999693877551,Not Placed,0
Business,No,201.914285714285,Placed,1
Computer Science,No,201.82887755102,Placed,1
Engineering,No,201.743469387755,Not Placed,0
Finance,No,201.658061224489,Placed,1
Art,No,201.572653061224,Not Placed,0
Business,Yes,201.487244897959,Placed,1
Computer Science,No,201.401836734693,Placed,1
Engineering,No,201.316428571428,Not Placed,0
Finance,No,201.231020408163,Placed,1
Art,No,201.145612244898,Not Placed,0
Business,No,201.060204081632,Placed,1
Computer Science,No,200.974795918367,Placed,1
Engineering,No,200.889387755102,Not Placed,0
Finance,No,200.803979591836,Placed,1
Art,No,200.718571428571,Not Placed,0
Business,Yes,200.633163265306,Placed,1
Computer Science,No,200.54775510204,Placed,1
Engineering,No,200.462346938775,Not Placed,0
Finance,No,200.37693877551,Placed,1
Art,No,200.291530612244,Not Placed,0
Business,No,200.206122448979,Placed,1
Computer Science,No,200.120714285714,Placed,1
Engineering,No,200.035306122449,Not Placed,0
Finance,No,199.949897959183,Placed,1
Art,No,199.864489795918,Not Placed,0
Business,Yes,199.779081632653,Placed,1
Computer Science,No,199.693673469387,Placed,1
Engineering,No,199.608265306122,Not Placed,0
Finance,No,199.522857142857,Placed,1
Art,No,199.437448979591,Not Placed,0
Business,No,199.352040816326,Placed,1
Computer Science,No,199.266632653061,Placed,1
Engineering,No,199.181224489795,Not Placed,0
Finance,No,199.09581632653,Placed,1
Art,No,199.010408163265,Not Placed,0
Business,Yes,198.924999999999,Placed,1
Computer Science,No,198.839591836734,Placed,1
Engineering,No,198.754183673469,Not Placed,0
Finance,No,198.668775510204,Placed,1
Art,No,198.583367346938,Not Placed,0
Business,No,198.497959183673,Placed,1
Computer Science,No,198.412551020408,Placed,1
Engineering,No,198.327142857142,Not Placed,0
Finance,No,198.241734693877,Placed,1
Art,No,198.156326530612,Not Placed,0
Business,Yes,198.070918367346,Placed,1
Computer Science,No,197.985510204081,Placed,1
Engineering,No,197.900102040816,Not Placed,0
Finance,No,197.81469387755,Placed,1
Art,No,197.729285714285,Not Placed,0
Business,No,197.64387755102,Placed,1
Computer Science,No,197.558469387755,Placed,1
Engineering,No,197.473061224489,Not Placed,0
Finance,No,197.387653061224,Placed,1
Art,No,197.302244897959,Not Placed,0
Business,Yes,197.216836734693,Placed,1
Computer Science,No,197.131428571428,Placed,1
Engineering,No,197.046020408163,Not Placed,0
Finance,No,196.960612244898,Placed,1
Art,No,196.875204081632,Not Placed,0
Business,No,196.789795918367,Placed,1
Computer Science,No,196.704387755101,Placed,1
Engineering,No,196.618979591836,Not Placed,0
Finance,No,196.533571428571,Placed,1
Art,No,196.448163265306,Not Placed,0
Business,Yes,196.36275510204,Placed,1
Computer Science,No,196.277346938775,Placed,1
Engineering,No,196.19193877551,Not Placed,0
Finance,No,196.106530612244,Placed,1
Art,No,196.021122448979,Not Placed,0
Business,No,195.935714285714,Placed,1
Computer Science,No,195.850306122449,Placed,1
Engineering,No,195.764897959183,Not Placed,0
Finance,No,195.679489795918,Placed,1
Art,No,195.594081632653,Not Placed,0
Business,Yes,195.508673469387,Placed,1
Computer Science,No,195.423265306122,Placed,1
Engineering,No,195.337857142857,Not Placed,0
Finance,No,195.252448979591,Placed,1
Art,No,195.167040816326,Not Placed,0
Business,No,195.081632653061,Placed,1
Computer Science,No,194.996224489795,Placed,1
Engineering,No,194.91081632653,Not Placed,0
Finance,No,194.825408163265,Placed,1
Art,No,194.739999999999,Not Placed,0
Business,Yes,194.654591836734,Placed,1
Computer Science,No,194.569183673469,Placed,1
Engineering,No,194.483775510204,Not Placed,0
Finance,No,194.398367346938,Placed,1
Art,No,194.312959183673,Not Placed,0
Business,No,194.227551020408,Placed,1
Computer Science,No,194.142142857142,Placed,1
Engineering,No,215.237959183673,Not Placed,0
Finance,No,193.971326530612,Placed,1
Art,No,193.885918367346,Not Placed,0
Business,Yes,193.800510204081,Placed,1
Computer Science,No,193.715102040816,Placed,1
Engineering,No,193.62969387755,Not Placed,0
Finance,No,215.237959183673,Placed,1
Art,No,193.544285714285,Not Placed,0
Business,No,193.373469387755,Placed,1
Computer Science,No,193.288061224489,Placed,1
Engineering,No,193.202653061224,Not Placed,0
Finance,No,193.117244897959,Placed,1
Art,No,193.031836734693,Not Placed,0
Business,Yes,192.946428571428,Placed,1
Computer Science,No,192.861020408163,Placed,1
Engineering,No,215.237959183673,Not Placed,0
Finance,No,215.237959183673,Placed,1
Art,No,215.237959183673,Not Placed,0
Business,No,192.519387755101,Placed,1
Computer Science,No,192.433979591836,Placed,1
Engineering,No,192.348571428571,Not Placed,0
Finance,No,192.263163265306,Placed,1
Art,No,192.17775510204,Not Placed,0
Business,Yes,192.092346938775,Placed,1
Computer Science,No,192.00693877551,Placed,1
Engineering,No,191.921530612244,Not Placed,0
Finance,No,191.836122448979,Placed,1
Art,No,191.750714285714,Not Placed,0
Business,No,191.665306122448,Placed,1
Computer Science,No,191.579897959183,Placed,1
Engineering,No,191.494489795918,Not Placed,0
Finance,No,191.409081632652,Placed,1
Art,No,191.323673469387,Not Placed,0
Business,Yes,191.238265306122,Placed,1
Computer Science,No,191.152857142857,Placed,1
Engineering,No,191.067448979591,Not Placed,0
Finance,No,190.982040816326,Placed,1
Art,No,190.896632653061,Not Placed,0
Business,No,190.811224489795,Placed,1
Computer Science,No,215.237959183673,Placed,1
Engineering,No,215.237959183673,Not Placed,0
Finance,No,190.554999999999,Placed,1
Art,No,190.469591836734,Not Placed,0
Business,Yes,190.384183673469,Placed,1
Computer Science,No,190.298775510203,Placed,1
Engineering,No,190.213367346938,Not Placed,0
Finance,No,190.127959183673,Placed,1
Art,No,190.042551020408,Not Placed,0
Business,No,189.957142857142,Placed,1
Computer Science,No,189.871734693877,Placed,1
Engineering,No,189.786326530612,Not Placed,0
Finance,No,189.700918367346,Placed,1
Art,No,189.615510204081,Not Placed,0
Business,Yes,189.530102040816,Placed,1
Computer Science,No,189.44469387755,Placed,1
Engineering,No,189.359285714285,Not Placed,0
Finance,No,189.27387755102,Placed,1
Art,No,189.188469387754,Not Placed,0
Business,No,189.103061224489,Placed,1
Computer Science,No,189.017653061224,Placed,1
Engineering,No,188.932244897959,Not Placed,0
Finance,No,188.846836734693,Placed,1
Art,No,188.761428571428,Not Placed,0
Business,Yes,188.676020408163,Placed,1
Computer Science,No,188.590612244897,Placed,1
Engineering,No,188.505204081632,Not Placed,0
Finance,No,188.419795918367,Placed,1
Art,No,188.334387755101,Not Placed,0
Business,No,188.248979591836,Placed,1
Computer Science,No,188.163571428571,Placed,1
Engineering,No,188.078163265306,Not Placed,0
Finance,No,187.99275510204,Placed,1
Art,No,187.907346938775,Not Placed,0
Business,Yes,187.82193877551,Placed,1
Computer Science,No,187.736530612244,Placed,1
Engineering,No,187.651122448979,Not Placed,0
Finance,No,187.565714285714,Placed,1
Art,No,187.480306122448,Not Placed,0
Business,No,187.394897959183,Placed,1
Computer Science,No,187.309489795918,Placed,1
Engineering,No,187.224081632652,Not Placed,0
Finance,No,187.138673469387,Placed,1
Art,No,187.053265306122,Not Placed,0
Business,Yes,186.967857142857,Placed,1
Computer Science,No,186.882448979591,Placed,1
Engineering,No,186.797040816326,Not Placed,0
Finance,No,186.711632653061,Placed,1
Art,No,186.626224489795,Not Placed,0
Business,No,186.54081632653,Placed,1
Computer Science,No,186.455408163265,Placed,1
Engineering,No,186.369999999999,Not Placed,0
Finance,No,186.284591836734,Placed,1
Art,No,186.199183673469,Not Placed,0
Business,Yes,186.113775510203,Placed,1
Computer Science,No,186.028367346938,Placed,1
Engineering,No,185.942959183673,Not Placed,0
Finance,No,185.857551020408,Placed,1
Art,No,185.772142857142,Not Placed,0
Business,No,185.686734693877,Placed,1
Computer Science,No,185.601326530612,Placed,1
Engineering,No,185.515918367346,Not Placed,0
Finance,No,185.430510204081,Placed,1
Art,No,185.345102040816,Not Placed,0
Business,Yes,185.25969387755,Placed,1
Computer Science,No,185.174285714285,Placed,1
Engineering,No,185.08887755102,Not Placed,0
Finance,No,185.003469387754,Placed,1
Art,No,184.918061224489,Not Placed,0
Business,No,184.832653061224,Placed,1
Computer Science,No,184.747244897959,Placed,1
Engineering,No,184.661836734693,Not Placed,0
Finance,No,184.576428571428,Placed,1
Art,No,184.491020408163,Not Placed,0
Business,Yes,184.405612244897,Placed,1
Computer Science,No,184.320204081632,Placed,1
Engineering,No,184.234795918367,Not Placed,0
Finance,No,184.149387755101,Placed,1
Art,No,184.063979591836,Not Placed,0
Business,No,183.978571428571,Placed,1
Computer Science,No,183.893163265305,Placed,1
Engineering,No,183.80775510204,Not Placed,0
Finance,No,183.722346938775,Placed,1
Art,No,183.63693877551,Not Placed,0
Business,Yes,183.551530612244,Placed,1
Computer Science,No,183.466122448979,Placed,1
Engineering,No,183.380714285714,Not Placed,0
Finance,No,183.295306122448,Placed,1
Art,No,183.209897959183,Not Placed,0
Business,No,183.124489795918,Placed,1
Computer Science,No,183.039081632652,Placed,1
Engineering,No,182.953673469387,Not Placed,0
Finance,No,182.868265306122,Placed,1
Art,No,182.782857142856,Not Placed,0
Business,Yes,182.697448979591,Placed,1
Computer Science,No,182.612040816326,Placed,1
Engineering,No,182.526632653061,Not Placed,0
Finance,No,182.441224489795,Placed,1
Art,No,182.35581632653,Not Placed,0
Business,No,182.270408163265,Placed,1
Computer Science,No,182.184999999999,Placed,1
Engineering,No,182.099591836734,Not Placed,0
Finance,No,182.014183673469,Placed,1
Art,No,181.928775510203,Not Placed,0
Business,Yes,181.843367346938,Placed,1
Computer Science,No,181.757959183673,Placed,1
Engineering,No,181.672551020407,Not Placed,0
Finance,No,181.587142857142,Placed,1
Art,No,181.501734693877,Not Placed,0
Business,No,181.416326530612,Placed,1
Computer Science,No,181.330918367346,Placed,1
Engineering,No,181.245510204081,Not Placed,0
Finance,No,181.160102040816,Placed,1
Art,No,181.07469387755,Not Placed,0
Business,Yes,180.989285714285,Placed,1
Computer Science,No,180.90387755102,Placed,1
Engineering,No,180.818469387754,Not Placed,0
Finance,No,180.733061224489,Placed,1
Art,No,180.647653061224,Not Placed,0
Business,No,180.562244897959,Placed,1
Computer Science,No,180.476836734693,Placed,1
Engineering,No,180.391428571428,Not Placed,0
Finance,No,180.306020408163,Placed,1
Art,No,180.220612244897,Not Placed,0
Business,Yes,180.135204081632,Placed,1
Computer Science,No,180.049795918367,Placed,1
Engineering,No,179.964387755101,Not Placed,0
Finance,No,179.878979591836,Placed,1
Art,No,179.793571428571,Not Placed,0
Business,No,179.708163265306,Placed,1
Computer Science,No,179.62275510204,Placed,1
Engineering,No,179.537346938775,Not Placed,0
Finance,No,179.45193877551,Placed,1
Art,No,179.366530612244,Not Placed,0
Business,Yes,179.281122448979,Placed,1
Computer Science,No,179.195714285714,Placed,1
Engineering,No,179.110306122448,Not Placed,0
Finance,No,179.024897959183,Placed,1
Art,No,178.939489795918,Not Placed,0
Business,No,178.854081632652,Placed,1
Computer Science,No,178.768673469387,Placed,1
Engineering,No,178.683265306122,Not Placed,0
Finance,No,178.597857142856,Placed,1
Art,No,178.512448979591,Not Placed,0
Business,Yes,178.427040816326,Placed,1
Computer Science,No,178.341632653061,Placed,1
Engineering,No,178.256224489795,Not Placed,0
Finance,No,178.17081632653,Placed,1
Art,No,178.085408163265,Not Placed,0
Business,No,177.999999999999,Placed,1
Computer Science,No,177.914591836734,Placed,1
Engineering,No,177.829183673469,Not Placed,0
Finance,No,177.743775510203,Placed,1
Art,No,177.658367346938,Not Placed,0
Business,Yes,177.572959183673,Placed,1
Computer Science,No,177.487551020407,Placed,1
Engineering,No,177.402142857142,Not Placed,0
Finance,No,177.316734693877,Placed,1
Art,No,177.231326530612,Not Placed,0
Business,No,177.145918367346,Placed,1
Computer Science,No,177.060510204081,Placed,1
Engineering,No,176.975102040816,Not Placed,0
Finance,No,176.88969387755,Placed,1
Art,No,176.804285714285,Not Placed,0
Business,Yes,176.71887755102,Placed,1
Computer Science,No,176.633469387754,Placed,1
Engineering,No,176.548061224489,Not Placed,0
Finance,No,176.462653061224,Placed,1
Art,No,176.377244897958,Not Placed,0
Business,No,176.291836734693,Placed,1
Computer Science,No,176.206428571428,Placed,1
Engineering,No,176.121020408163,Not Placed,0
Finance,No,176.035612244897,Placed,1
Art,No,175.950204081632,Not Placed,0
Business,Yes,175.864795918367,Placed,1
Computer Science,No,175.779387755101,Placed,1
Engineering,No,175.693979591836,Not Placed,0
Finance,No,175.608571428571,Placed,1
Art,No,175.523163265305,Not Placed,0
Business,No,175.43775510204,Placed,1
Computer Science,No,175.352346938775,Placed,1
Engineering,No,175.26693877551,Not Placed,0
Finance,No,175.181530612244,Placed,1
Art,No,175.096122448979,Not Placed,0
Business,Yes,175.010714285714,Placed,1
Computer Science,No,174.925306122448,Placed,1
Engineering,No,174.839897959183,Not Placed,0
Finance,No,174.754489795918,Placed,1
Art,No,174.669081632652,Not Placed,0
Business,No,174.583673469387,Placed,1
Computer Science,No,174.498265306122,Placed,1
Engineering,No,174.412857142856,Not Placed,0
Finance,No,174.327448979591,Placed,1
Art,No,174.242040816326,Not Placed,0
Business,Yes,174.156632653061,Placed,1
Computer Science,No,174.071224489795,Placed,1
Engineering,No,173.98581632653,Not Placed,0
Finance,No,173.900408163265,Placed,1
Art,No,173.814999999999,Not Placed,0
Business,No,173.729591836734,Placed,1
Computer Science,No,173.644183673469,Placed,1
Engineering,No,173.558775510203,Not Placed,0
Finance,No,173.473367346938,Placed,1
Art,No,173.387959183673,Not Placed,0
Business,Yes,173.302551020407,Placed,1
Computer Science,No,173.217142857142,Placed,1
Engineering,No,173.131734693877,Not Placed,0
Finance,No,173.046326530612,Placed,1
Art,No,172.960918367346,Not Placed,0
Business,No,172.875510204081,Placed,1
Computer Science,No,172.790102040816,Placed,1
Engineering,No,172.70469387755,Not Placed,0
Finance,No,172.619285714285,Placed,1
Art,No,172.53387755102,Not Placed,0
Business,Yes,172.448469387754,Placed,1
Computer Science,No,172.363061224489,Placed,1
Engineering,No,172.277653061224,Not Placed,0
Finance,No,172.192244897958,Placed,1
Art,No,172.106836734693,Not Placed,0
Business,No,172.021428571428,Placed,1
Computer Science,No,171.936020408163,Placed,1
Engineering,No,171.850612244897,Not Placed,0
Finance,No,171.765204081632,Placed,1
Art,No,171.679795918367,Not Placed,0
Business,Yes,171.594387755101,Placed,1
Computer Science,No,171.508979591836,Placed,1
Engineering,No,171.423571428571,Not Placed,0
Finance,No,171.338163265305,Placed,1
Art,No,171.25275510204,Not Placed,0
Business,No,171.167346938775,Placed,1
Computer Science,No,171.08193877551,Placed,1
Engineering,No,170.996530612244,Not Placed,0
Finance,No,170.911122448979,Placed,1
Art,No,170.825714285714,Not Placed,0
Business,Yes,170.740306122448,Placed,1
Computer Science,No,170.654897959183,Placed,1
Engineering,No,170.569489795918,Not Placed,0
Finance,No,170.484081632652,Placed,1
Art,No,170.398673469387,Not Placed,0
Business,No,170.313265306122,Placed,1
Computer Science,No,170.227857142856,Placed,1
Engineering,No,170.142448979591,Not Placed,0
Finance,No,170.057040816326,Placed,1
Art,No,169.971632653061,Not Placed,0
Business,Yes,169.886224489795,Placed,1
Computer Science,No,169.80081632653,Placed,1
Engineering,No,169.715408163265,Not Placed,0
Finance,No,169.629999999999,Placed,1
Art,No,169.544591836734,Not Placed,0
Business,No,169.459183673469,Placed,1
Computer Science,No,169.373775510203,Placed,1
Engineering,No,169.288367346938,Not Placed,0
Finance,No,169.202959183673,Placed,1
Art,No,169.117551020407,Not Placed,0
Business,Yes,169.032142857142,Placed,1
Computer Science,No,168.946734693877,Placed,1
Engineering,No,168.861326530612,Not Placed,0
Finance,No,168.775918367346,Placed,1
Art,No,168.690510204081,Not Placed,0
Business,No,168.605102040816,Placed,1
Computer Science,No,168.51969387755,Placed,1
Engineering,No,168.434285714285,Not Placed,0
Finance,No,168.34887755102,Placed,1
Art,No,168.263469387754,Not Placed,0
Business,Yes,168.178061224489,Placed,1
Computer Science,No,168.092653061224,Placed,1
Engineering,No,168.007244897959,Not Placed,0
Finance,No,167.921836734693,Placed,1
Art,No,167.836428571428,Not Placed,0
Business,No,167.751020408163,Placed,1
Computer Science,No,167.665612244897,Placed,1
Engineering,No,167.580204081632,Not Placed,0
Finance,No,167.494795918367,Placed,1
Art,No,167.409387755101,Not Placed,0
Business,Yes,167.323979591836,Placed,1
Computer Science,No,167.238571428571,Placed,1
Engineering,No,167.153163265305,Not Placed,0
Finance,No,167.06775510204,Placed,1
Art,No,166.982346938775,Not Placed,0
